No.,Time,Source,Destination,Protocol,Length,Info
311795,2924.329186,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
311803,2924.33443,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
313842,2924.612161,23.193.56.19,192.168.1.3,HTTP,1435,HTTP/1.1 206 Partial Content 
313998,2924.634246,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
314077,2924.665981,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
314103,2924.676792,192.168.1.3,23.193.56.43,HTTP,370,GET /filestreamingservice//files/91417b36-6e3c-4779-8b20-957512d95e04/pieceshash HTTP/1.1 
314116,2924.680923,23.193.56.43,192.168.1.3,HTTP,420,HTTP/1.1 200 OK 
314224,2924.713939,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
314245,2924.7227,192.168.1.3,23.193.56.51,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
316771,2924.980271,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
317023,2925.006561,23.193.56.51,192.168.1.3,HTTP,1467,HTTP/1.1 206 Partial Content 
317208,2925.033735,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
318228,2925.133456,23.193.56.19,192.168.1.3,HTTP,1482,HTTP/1.1 206 Partial Content 
318472,2925.158587,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
318881,2925.204379,192.168.1.3,23.193.56.51,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
321958,2925.813374,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
322039,2925.821873,23.193.56.19,192.168.1.3,HTTP,1384,HTTP/1.1 206 Partial Content 
322131,2925.84059,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
323099,2925.933726,23.193.56.19,192.168.1.3,HTTP,778,HTTP/1.1 206 Partial Content 
323274,2925.959978,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
324090,2926.031703,192.168.1.3,23.193.56.51,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
325186,2926.155939,23.193.56.51,192.168.1.3,HTTP,1467,HTTP/1.1 206 Partial Content 
325362,2926.187546,192.168.1.3,23.193.56.51,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
325548,2926.208701,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
325718,2926.229086,192.168.1.3,23.193.56.19,HTTP,511,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
327314,2926.385132,192.168.1.3,23.193.56.19,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
328695,2926.529988,192.168.1.3,23.193.56.51,HTTP,505,GET /filestreamingservice/files/91417b36-6e3c-4779-8b20-957512d95e04?P1=1699939088&P2=404&P3=2&P4=X0NwDRFHzCcKXv9XZ6V68mpWZYhlDuryRHL6GH07MR9%2f9WV%2fAU3O6yExZ3PlCfWSdDsT7m3rmbAy2o7MwKaPJA%3d%3d HTTP/1.1 
329483,2926.612167,23.193.56.51,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
329755,2926.639898,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
330203,2926.687384,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
333770,2927.068344,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
334214,2927.143544,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
335515,2927.343828,23.193.56.51,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
335654,2927.366508,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
336386,2927.450697,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
337262,2927.617723,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
337456,2927.638856,23.193.56.51,192.168.1.3,HTTP,1339,HTTP/1.1 206 Partial Content 
337505,2927.673763,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
339343,2927.917404,23.193.56.19,192.168.1.3,HTTP,795,HTTP/1.1 206 Partial Content 
339601,2927.943673,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
339707,2927.972262,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
341796,2928.238341,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
341896,2928.248812,23.193.56.51,192.168.1.3,HTTP,1030,HTTP/1.1 206 Partial Content 
341927,2928.267751,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
343813,2928.505089,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
344123,2928.535526,23.193.56.51,192.168.1.3,HTTP,1435,HTTP/1.1 206 Partial Content 
344169,2928.55674,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
345754,2928.752678,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
345958,2928.784372,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
346339,2928.828804,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
346356,2928.84559,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
348556,2929.154897,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
348572,2929.173498,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
350621,2929.74967,23.193.56.51,192.168.1.3,HTTP,1467,HTTP/1.1 206 Partial Content 
350760,2929.77051,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
350866,2929.788632,23.193.56.19,192.168.1.3,HTTP,1339,HTTP/1.1 206 Partial Content 
350898,2929.808506,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
352722,2930.037771,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
353133,2930.087467,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
354968,2930.322781,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
355362,2930.380426,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
357272,2930.609312,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
357568,2930.655572,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
359411,2930.910734,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
359622,2930.93259,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
359760,2930.956694,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
359793,2930.975034,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
361494,2931.18762,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
361670,2931.210322,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
362028,2931.27961,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
363221,2931.496775,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
363258,2931.516072,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
364981,2931.769755,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
365521,2931.879989,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
366557,2932.001792,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
366639,2932.022383,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
367715,2932.167094,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
367814,2932.188922,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
368682,2932.273415,23.193.56.19,192.168.1.3,HTTP,411,HTTP/1.1 206 Partial Content 
368710,2932.29447,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
370208,2932.486574,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
370363,2932.505124,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
370934,2932.576263,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
372524,2932.993946,23.193.56.51,192.168.1.3,HTTP,123,HTTP/1.1 206 Partial Content 
372573,2933.01275,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
373351,2933.141377,23.193.56.19,192.168.1.3,HTTP,475,HTTP/1.1 206 Partial Content 
373438,2933.163792,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
374381,2933.262649,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
374473,2933.281363,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
375485,2933.398812,23.193.56.19,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
375571,2933.420755,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
376664,2933.535811,23.193.56.51,192.168.1.3,HTTP,1499,HTTP/1.1 206 Partial Content 
376773,2933.557543,192.168.1.3,23.193.56.51,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
377712,2933.648339,23.193.56.19,192.168.1.3,HTTP,1435,HTTP/1.1 206 Partial Content 
377786,2933.666911,192.168.1.3,23.193.56.19,HTTP,512,GET /filestreamingservice/files/4f247c64-cd95-4f5a-9aee-ab8ec8342a7f?P1=1699942991&P2=404&P3=2&P4=l21b4LHp%2bFYN84RtD0qab5OQKy2llpCDYfMGe8y%2fVQBAiGkGCCheBaNNhGOzr%2fi0RrkVHID8o%2be48Pb6l9eMrw%3d%3d HTTP/1.1 
378891,2933.788733,23.193.56.51,192.168.1.3,HTTP,1467,HTTP/1.1 206 Partial Content 
